,title,rating,reviewCount,category,attributes,address,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday
369,Dneven Prestoj - Boemska ulica,4.1,568.0,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"Gjorgji Peshkov 5, Skopje 1000, North Macedonia",+389 2 310 0605,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–12a.m.
370,Public Room,4.5,1895.0,Restaurant,·  Dine-in  ·  Takeout,"MK, 50-та Дивизија 22, Skopje 1000, North Macedonia",+389 78 250 554,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,9a.m.–1a.m.,9a.m.–12a.m.
371,Bella Vista - Lounge Bar & Restaurant,4.2,1575.0,Italian restaurant,·  Dine-in  ·  Takeout,"Kej 13 noemvri, Skopje, North Macedonia",+389 78 255 842,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.
372,Rulet,4.4,343.0,Barbecue restaurant,·  Dine-in  ·  Takeout,"Simeon Kavrakirov 9, Skopje 1000, North Macedonia",+389 75 414 999,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,10a.m.–1a.m.,Closed
373,Crispy - Chimney Cakes & Coffee,5.0,24.0,Restaurant,·  Dine-in  ·  Takeout,"Bul, Blvd Partizanski Odredi Br.64b, Skopje 1000, Skopje, North Macedonia",+389 76 455 501,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,Closed
374,Kej,4.2,363.0,Eastern European restaurant,·  Dine-in  ·  Takeout,"Kej 13th November 34, Skopje 1000, North Macedonia",+389 2 323 3764,8a.m.–1:15a.m.,8a.m.–1:15a.m.,8a.m.–1:15a.m.,8a.m.–1:15a.m.,8a.m.–1:15a.m.,8a.m.–1:15a.m.,8a.m.–1:15a.m.
375,MoonLight,4.3,79.0,Restaurant,·  Dine-in  ·  Takeout,"Drezdenska 19, lamela 2, lokal 9, Skopje 1000, North Macedonia",+389 71 533 001,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,9a.m.–12a.m.,Closed
376,Kalabalak (Crowded),4.4,293.0,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"XCRR+343, Boulevard Krushevska Republika, Skopje 1000, North Macedonia",+389 2 609 1114,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.
377,Fitness House,4.3,576.0,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"Bul. Partizanski Odredi Br. 40, Blvd. Partizanski Odredi 40, Skopje 1000, North Macedonia",+389 72 699 999,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,10a.m.–1a.m.,10a.m.–12a.m.
378,Dojrana,4.5,1352.0,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"XFX6+42V, 16-ta Makedonska Brigada, Skopje 1000, North Macedonia",+389 2 317 5037,8a.m.–11:59p.m.,8a.m.–11:59p.m.,8a.m.–11:59p.m.,8a.m.–11:59p.m.,8a.m.–11:59p.m.,8a.m.–11:59p.m.,Closed
379,Food Corner & Delivery,4.6,17.0,Restaurant,·  Takeout  ·  Delivery,"blvd. Gotse Deltchev, skopje 1000, North Macedonia",+389 70 228 203,8a.m.–5p.m.,8a.m.–5p.m.,8a.m.–5p.m.,8a.m.–5p.m.,8a.m.–5p.m.,Closed,Closed
380,Gama,4.5,498.0,Restaurant,·  Dine-in  ·  Takeout,"9, Boulevard Jane Sandanski 62, Skopje 1000, North Macedonia",,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–12a.m.
381,Food Service (aka 5ka),4.6,14.0,Restaurant,·  Dine-in  ·  Takeout,"3rd Macedonian Brigade, Skopje 1000, North Macedonia",+389 76 361 230,7a.m.–6p.m.,7a.m.–6p.m.,7a.m.–6p.m.,7a.m.–6p.m.,7a.m.–6p.m.,9a.m.–3p.m.,Closed
382,Altan,4.6,511.0,Restaurant,·  Dine-in  ·  Takeout,"XCR8+W7W, Vasil Gjorgov, Skopje 1000, North Macedonia",+389 2 322 2224,Closed,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.
383,Teteks 5,4.5,75.0,Fast food restaurant,·  Dine-in  ·  Curbside pickup  ·  Delivery,"ul, Orce Nikolov 206, Skopje 1000, North Macedonia",+389 76 445 544,8a.m.–11p.m.,8a.m.–11p.m.,8a.m.–11p.m.,8a.m.–11p.m.,8a.m.–11p.m.,8a.m.–11p.m.,12p.m.–12a.m.
384,SushiCo,4.3,751.0,Japanese restaurant,·  Dine-in  ·  Takeout  ·  No-contact delivery,"MK MK, Leninova 29, Skopje 1000, North Macedonia",+389 2 321 7874,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.
385,Street Food,4.3,23.0,Fast food restaurant,·  Dine-in  ·  Curbside pickup,"MK, Nikola Rusinski 3a, Skopje 1000, North Macedonia",+389 75 251 443,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,Closed
386,Гостилница/Скара на кило ЈАКАБО,4.2,31.0,Restaurant,·  Dine-in  ·  Takeout,"Angel Dimovski 4, Skopje 1000, North Macedonia",+389 71 774 269,9a.m.–8p.m.,9a.m.–8p.m.,9a.m.–8p.m.,9a.m.–8p.m.,9a.m.–8p.m.,10a.m.–6p.m.,10a.m.–6p.m.
387,Creperie,4.8,47.0,Restaurant,·  Dine-in  ·  Curbside pickup,"ul MK, Cvetan Dimov br.192, Skopje 1000, North Macedonia",+389 75 246 413,5p.m.–12a.m.,5p.m.–12a.m.,5p.m.–12a.m.,5p.m.–12a.m.,5p.m.–1a.m.,5p.m.–1a.m.,5p.m.–12a.m.
388,Sultan Lounge Restaurant,4.2,32.0,Restaurant,·  Dine-in,"Butel, Skopje, 1000, North Macedonia",+389 70 337 112,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.
389,Markt Kitchen,4.3,218.0,Health food restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"MK, Naum Naumovski Borche bb, Skopje 1000, North Macedonia",+389 78 423 815,,,,,,,
390,ДежаВу - Капитол мол,4.0,1714.0,Mediterranean restaurant,·  Dine-in  ·  Curbside pickup  ·  No-contact delivery,"Boulevard Jane Sandanski 71A, Skopje 1000, North Macedonia",+389 76 304 009,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.
391,Fat Kitchen Bistro,4.6,163.0,Bistro,·  Dine-in  ·  Curbside pickup  ·  No-contact delivery,"Ул. Владимир Полежиновски 23, 1000, North Macedonia",+389 71 888 739,,,,,,,
392,Chef - Homecooking & Salads,2.8,6.0,Restaurant,·  Dine-in  ·  Curbside pickup  ·  No-contact delivery,"Dimitrija Chupovski, ul MK, Skopje 1000, North Macedonia",+389 75 423 097,,,,,,,
393,Çiğ Köfte Skopje,4.5,40.0,Turkish restaurant,·  Dine-in  ·  Takeout,"2C3Q+4C2, Pokriena Charshija, Skopje 1000, North Macedonia",+389 78 340 634,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,10a.m.–12a.m.,6p.m.–12a.m.
394,Ljuc,4.3,316.0,Restaurant,·  Dine-in  ·  Takeout,"Jordan Mijalkov Железничка б.б., Skopje 1000, North Macedonia",+389 77 594 039,11a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,Closed
395,Garden Cafe & Restaurant,4.6,8.0,Restaurant,·  Dine-in  ·  Takeout,"Chair, Skopje skopje MK, 1000, North Macedonia",+389 70 687 363,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–11:30p.m.
396,7 Skara Restoran,4.6,329.0,Barbecue restaurant,·  Dine-in  ·  Takeout,"MK, Vasil Glavinov, Skopje 1000, North Macedonia",+389 2 322 4000,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,Closed
397,Špajz,4.1,478.0,Restaurant,·  Dine-in  ·  Takeout,"Gjorgji Peshkov 10, Skopje 1000, North Macedonia",+389 75 243 663,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.
398,Боемска гостилница Еж / Bohemian restaurant Ezh,,,Restaurant,·  Dine-in  ·  Takeout,"50 divizija 33, Skopje 1000, North Macedonia",,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.
399,Paradise Food,4.7,75.0,Vegan restaurant,·  Dine-in  ·  Takeout  ·  No-contact delivery,"Dame Gruev broj 7, Skopje 1000, North Macedonia",+389 76 424 104,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–4p.m.,Closed,8a.m.–8p.m.
400,Old Balkan National Restaurant,4.1,9.0,Restaurant,·  Dine-in  ·  Takeout,"28 Local 13 Bit Pazarska, North Macedonia",+389 70 713 333,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.
401,The Pizza Place,4.3,52.0,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"XCVR+5JJ, Skopje 1000, North Macedonia",+389 70 204 134,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.
402,Bien,4.2,221.0,Restaurant,·  Dine-in  ·  Takeout,"23 Oktomvri 11a, Skopje 1000, North Macedonia",+389 70 822 799,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.
403,Skara Na Kilo Jovana ZAR,4.2,178.0,Bar & grill,·  Dine-in  ·  Takeout,"Московска, Skopje 1000, North Macedonia",+389 78 308 284,7a.m.–12a.m.,7a.m.–12a.m.,7a.m.–12a.m.,7a.m.–12a.m.,7a.m.–1a.m.,7a.m.–1a.m.,7a.m.–1a.m.
404,Delfin,4.4,18.0,Restaurant,·  Dine-in  ·  Takeout,"Green Market, 11th October St. 16, Skopje 1000, North Macedonia",+389 2 322 3021,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.
405,Vega,4.4,121.0,Vegan restaurant,·  Dine-in  ·  Takeout,"Franklin Ruzvelt 20, Skopje 1000, North Macedonia",+389 2 312 3402,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,9a.m.–2p.m.,Closed
406,Bllaca,4.6,8.0,Restaurant,·  Dine-in  ·  Takeout,"2C2Q+V3J, Bojadziska, Skopje 1000, North Macedonia",,9a.m.–11:30p.m.,9a.m.–12a.m.,9a.m.–11:30p.m.,9a.m.–11:30p.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–11:30p.m.
407,Hamza,4.3,327.0,Turkish restaurant,·  Dine-in  ·  Takeout,"2C5V+37M, Skopje 1000, North Macedonia",+389 72 256 317,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
408,Restaurant Pizzeria Plus,4.0,3.0,Restaurant,·  Dine-in  ·  Takeout,"Chair, Skopje Skopje MK, 1000, North Macedonia",+389 72 733 125,7a.m.–12a.m.,7a.m.–12a.m.,Open 24 hours,7a.m.–12a.m.,7a.m.–12a.m.,7a.m.–12a.m.,7a.m.–12a.m.
409,Pizzeria Luna,5.0,2.0,Restaurant,·  Dine-in  ·  Takeout,"Macedonia Square, Skopje, Skopje 1000, North Macedonia",+389 70 737 140,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.
410,Dren Restaurant / ДРЕН Ресторан,4.6,59.0,Vegan restaurant,·  Dine-in  ·  Takeout,"MK MK, New Delhi Rd 13, Skopje 1000, North Macedonia",+389 75 287 319,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,10a.m.–6p.m.
411,Kibo Club,4.2,5.0,Restaurant or cafe,·  Dine-in  ·  Takeout,"Dame Gruev 16, Skopje, 1000, North Macedonia",+389 75 405 105,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8:30a.m.–1a.m.,8:30a.m.–12a.m.
412,Plaza Fish Restaurant,,,Fish & chips restaurant,·  Dine-in  ·  Takeout,"Boulevard 8-mi Septemvri 2, Skopje 1000, North Macedonia",,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.
413,Dea,4.3,102.0,Restaurant,·  Dine-in  ·  Takeout,"2C8V+QQV, Krste Asenov, Skopje 1000, North Macedonia",+389 70 999 885,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.
414,Kaj Dule,4.4,330.0,Fish restaurant,·  Dine-in  ·  Takeout,"X9WX+4MJ, Улица Миле Попјорданов, Skopje 1000, North Macedonia",+389 70 341 224,9a.m.–11:59p.m.,9a.m.–11:59p.m.,9a.m.–11:59p.m.,9a.m.–11:59p.m.,9a.m.–1a.m.,9a.m.–1a.m.,11a.m.–7p.m.
415,Catena Panini & Grill,,,Barbecue restaurant,·  Dine-in  ·  Takeout,"Bulevar Partizanski Odredi Br.98 Skopje MK, 1000, North Macedonia",+389 75 322 073,,,,,,,
416,Млечен бар,4.6,114.0,Bar,·  Dine-in  ·  Takeout,"MK, Ankarska 21, Skopje 1000, North Macedonia",+389 70 303 603,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.
417,Restaurant - Pizza Fa & Fa,4.5,222.0,Restaurant,·  Dine-in  ·  Takeout  ·  No-contact delivery,"2C9R+RCX, Arhiepiskop Dositej, Skopje 1000, North Macedonia",+389 70 335 091,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–11p.m.,8a.m.–11p.m.,8a.m.–11p.m.,Closed
418,Kiosk Burger Bar,4.3,887.0,Hamburger restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"Leninova 64, Skopje 1000, North Macedonia",+389 77 408 777,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,12p.m.–12a.m.,1–10p.m.
419,City Mall Food Court,4.4,119.0,Restaurant,·  Dine-in  ·  Takeout,"293R+VF8, Skopje 1000, North Macedonia",,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.
420,Restorant Aksaray Bit Pazar,5.0,2.0,Restaurant,·  Dine-in  ·  Takeout,"2C3Q+2QR, Skopje 1000, North Macedonia",+389 70 576 345,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,10a.m.–10p.m.
421,Mezzo Lounge,3.6,5.0,Restaurant,·  Dine-in  ·  Takeout,"2C73+HJ4, Skupi, Skopje 1000, North Macedonia",,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.
